nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
3;lŏʹgĭcal;;;;a.;10.0;132
4;logĭʹcĭan;;;;n.;11.0;132
2;lŏʹgic;G.;;;n.;12.0;132
2;lŏʹgwood;;;;n.;13.0;132
2;loʹhoc_h_;;;;n.;14.0;132
1;loins;;;;n.;15.0;132
2;loiʹt_e_r;;;;v.;16.0;132
1;loll;;;;v.;17.0;132
2;lōʹn_e_ly;;;;a.;18.0;132
1;long;;;;a.;19.0;132
5;lŏngănĭʹmity;L.;;;n.;20.0;132
4;longĕʹvĭty;L.;;;n.;21.0;132
4;longĭʹmĕtry;;;;n.;22.0;132
3;lŏʹngĭtūde;L.;;;n.;23.0;132
5;longĭtūʹdĭnal;;;;a.;24.0;132
2;looʹby;;;;n.;25.0;132
1;look;;;;v.;26.0;132
1;loom;;;;n.;27.0;132
1;loop;;;;n.;28.0;132
1;looſe;;;;a.;29.0;132
2;looʹſ_e_n;;;;v.;30.0;132
2;looʹſ_e_neſs;;;;n.;31.0;132
4;lŏquāʹcĭ_o_us;L.;;;a.;32.0;132
4;lŏquāʹcĭty;L.;;;n.;33.0;132
1;lord;;;;n.;34.0;132
3;loʹrdlĭneſs;;;;n.;35.0;132
3;lŏʹrĭmers;F.;;;n.;36.0;132
3;lŏʹrĭot;F.;;;n.;37.0;132
1;loſe;;;;v.;38.0;132
1;loſs;;;;n.;39.0;132
1;lot;F.;;;n.;40.0;132
1;loth;;;;a.;41.0;132
1;lōthe;;;;a.;42.0;132
2;lōʹth_e_sŏme;;;;a.;43.0;132
3;lōʹtion;L.;;;n.;44.0;132
3;lŏʹttĕry;;;;n.;45.0;132
2;louʹvage;;;;n.;46.0;132
1;lȯu̇d;;;;a.;47.0;132
1;lŏve;;;;n.;48.0;132
2;lŏʹv_e_ly;;;;a.;49.0;132
2;lŏʹver;;;;n.;50.0;132
1;lo_ugh_;;;;n.;51.0;132
1;lȯu̇ſe;;;;n.;52.0;132
3;lȯu̇ʹsĭneſs;;;;n.;53.0;132
1;lȯu̇t;;;;n.;54.0;132
2;louʹvre;;;;n.;55.0;132
1;lo_w_;;;;a.;56.0;132
3;loʹ_w_lĭneſs;;;;n.;57.0;132
2;loʹ_w_neſs;;;;n.;58.0;132
1;lȯẇr;;;;v.;59.0;132
2;lȯʹẇry;;;;a.;60.0;132
4;lŏxŏdrŏʹmĭcs;G.;;;n.;61.0;132
2;loʹyal;F.;;;a.;62.0;132
3;loʹyălty;F.;;;n.;63.0;132
2;loʹzĕnge;;;;n.;64.0;132
2;lŭʹbb_e_r;;;;n.;65.0;132
4;lŭbrĭʹcĭty;L.;;;n.;66.0;132
4;lŭbrĭʹcĭ_o_us;L.;;;a.;67.0;132
2;lūʹcĭd;;;;a.;68.0;132
3;lūʹcĭf_e_r;;;;n.;69.0;132
4;lūcĭʹf_e_r_o_us;;;;a.;70.0;132
3;lūcīʹnā;;;;n.;71.0;132
1;luck;;;;n.;72.0;132
2;lŭʹcky;;;;a.;73.0;132
3;lūʹcrătive;L.;;;a.;2.0;133
2;lūʹcre;L.;;;n.;3.0;133
3;lūʹcŭbrāte;;;;v.;4.0;133
5;lūcŭbrāʹtion;;;;n.;5.0;133
3;lūʹcŭlĕnt;L.;;;a.;6.0;133
4;lūdĭʹbrĭ_o_us;L.;;;a.;7.0;133
3;lūʹdĭbŭnd;;;;a.;8.0;133
3;lūʹdĭcr_o_us;L.;;;a.;9.0;133
1;lŭg;;;;v.;10.0;133
2;lŭʹggage;;;;n.;11.0;133
4;lūgūʹbrĭ_o_us;L.;;;a.;12.0;133
2;lūʹk_e_wărm;;;;a.;13.0;133
1;lŭll;;;;v.;14.0;133
2;lŭʹmb_e_r;;;;n.;15.0;133
4;lūʹmĭnăry;L.;;;n.;16.0;133
3;lūʹmĭn_o_us;;;;a.;17.0;133
1;lŭmp;;;;n.;18.0;133
2;lŭʹmpy;;;;a.;19.0;133
2;lŭʹmpiſh;;;;a.;20.0;133
3;lūʹnăcy;;;;n.;21.0;133
2;lūʹnā;;;;n.;22.0;133
2;lūʹnar;L.;;;a.;23.0;133
3;lūʹnătic;L.;;;n.;24.0;133
4;lūnāʹtion;;;;n.;25.0;133
1;lūnes;;;;n.;26.0;133
3;lūnĕʹtte;F.;;;n.;27.0;133
1;lŭngs;;;;n.;28.0;133
5;lūpĕrcāʹlĭā;L.;;;n.;29.0;133
2;lūʹngwŏrt;;;;n.;30.0;133
2;lūʹpīnes;L.;;;n.;31.0;133
1;lŭrch;;;;v.;32.0;133
2;lŭʹrcher;;;;n.;33.0;133
1;lūre;;;;n.;34.0;133
1;lŭrk;;;;v.;35.0;133
2;lŭʹrking;;;;a.;36.0;133
3;lŭʹſcĭ_o_us;;;;a.;37.0;133
2;lūʹsĕrn;;;;n.;38.0;133
1;lŭſt;;;;n.;39.0;133
2;lŭʹſt_e_r;F.;;;n.;40.0;133
2;lŭʹſtful;;;;a.;41.0;133
2;lŭʹſtral;;;;a.;42.0;133
4;lŭſtrāʹtion;;;;n.;43.0;133
2;lūʹſtring;;;;n.;44.0;133
2;lŭʹſtrum;;;;n.;45.0;133
2;lŭʹſty;;;;a.;46.0;133
3;lūʹtăniſt;;;;n.;47.0;133
4;lūtāʹtion;;;;n.;48.0;133
1;lūte;;;;n.;49.0;133
4;lūʹthĕrăniſm;;;;n.;50.0;133
3;lūʹthĕrans;;;;n.;51.0;133
2;lūʹthĕrns;;;;n.;52.0;133
4;lŭxāʹtion;L.;;;n.;53.0;133
4;lŭxūʹrĭance;;;;n.;54.0;133
4;lŭxūʹrĭant;;;;a.;55.0;133
4;lŭxūʹrĭ_o_us;L.;;;a.;56.0;133
3;lŭʹxūry;L.;;;n.;57.0;133
1;lye;;;;n.;58.0;133
2;ly̆ʹmphā;G.;;;n.;59.0;133
3;ly̆mphăʹtic;G.;;;n.;60.0;133
3;lyncėʹȧn;;;;a.;61.0;133
1;lynx;L.;;;n.;62.0;133
2;lȳʹrā;L.;;;n.;63.0;133
1;lȳre;;;;n.;64.0;133
2;ly̆ ʹric;;;;a.;65.0;133
2;ly̆ ʹriſt;;;;n.;66.0;133
4;măcărŏʹnics;F.;;;n.;2.0;133
3;măcărooʹn;;;;n.;3.0;133
1;māce;;;;n.;4.0;133
3;măʹcĕrāte;L.;;;v.;2.0;134
5;măcĕrāʹtion;;;;n.;3.0;134
6;măchĭavĭʹlĭan;;;;a.;4.0;134
3;măʹchĭnāte;;;;v.;5.0;134
5;măchĭnātion;;nbSyll>1 et pas d'accent tonic;;n.;6.0;134
4;măchĭnāʹtor;;;;n.;7.0;134
2;măchīʹne;L.;;;n.;8.0;134
4;măchĭʹnĕry;;;;n.;9.0;134
3;măʹckărel;;;;n.;10.0;134
3;măʹcrŏcŏſm;G.;;;n.;11.0;134
4;măcrŏʹlŏgy;G.;;;n.;12.0;134
3;măʹcŭlā;L.;;;n.;13.0;134
3;măʹcŭlāte;;;;v.;14.0;134
1;mad;;;;a.;15.0;134
2;măʹdam;;;;n.;16.0;134
2;măʹdd_e_r;;;;n.;17.0;134
4;mădĕmoisĕʹlle;F.;;;n.;18.0;134
2;mădneſs;;nbSyll>1 et pas d'accent tonic;;n.;19.0;134
3;măʹdrĭgal;;;;n.;20.0;134
3;măgăzĭʹne;F.;;;n.;21.0;134
2;măʹggot;;;;n.;22.0;134
2;măʹggŏty;;;;a.;23.0;134
2;māʹgi;;;;n.;24.0;134
3;măʹgĭcal;;;;a.;25.0;134
2;măʹgic;G.;;;n.;26.0;134
4;măgĭʹcĭan;;;;n.;27.0;134
5;măgĭſtēʹrĭal;;;;a.;28.0;134
4;măgĭʹſtĕry;L.;;;n.;29.0;134
4;măʹgĭſtracy;;;;n.;30.0;134
3;măʹgĭſtrāte;L.;;;n.;31.0;134
5;măgnăʹnĭmĭty;L.;;;n.;32.0;134
4;măgnăʹnĭm_o_us;;;;a.;33.0;134
2;măʹgnet;L.;;;n.;34.0;134
3;măgnĕʹtic;;;;a.;35.0;134
3;măʹgnĕtiſm;;;;n.;36.0;134
4;măgnĭʹfĭcĕnce;L.;;;n.;37.0;134
4;măgnĭʹfĭcent;L.;;;a.;38.0;134
4;măgnĭʹfĭci;;;;n.;39.0;134
4;măgnĭʹfĭco;;;;n.;40.0;134
3;măʹgnĭʹfy;;;;v.;41.0;134
3;măʹgnĭtūde;L.;;;n.;42.0;134
2;măʹgpye;;;;n.;43.0;134
4;măʹhŏmĕtan;;;;n.;44.0;134
4;măhŏʹmĕtiſm;;;;n.;45.0;134
2;mahōʹne;;;;n.;46.0;134
1;maid;;;;n.;47.0;134
2;maid_e_n;;nbSyll>1 et pas d'accent tonic;;n.;48.0;134
3;maiʹd_e_nhàir;;;;n.;49.0;134
3;maiʹd_e_nhead;;;;n.;50.0;134
3;māʹjĕfty;L.;;;n.;51.0;134
1;mail;;;;n.;52.0;134
2;maiʹled;;;;n.;53.0;134
1;maim;;;;n.;54.0;134
1;main;;;;n.;55.0;134
2;maiʹnprīze;;;;n.;56.0;134
2;maiʹntain;F.;;;v.;57.0;134
4;maintaĭʹnable;;;;a.;58.0;134
3;maiʹntĕnănce;F.;;;n.;59.0;134
2;māʹjor;;;;a.;60.0;134
4;măjōʹrĭty;F.;;;n.;61.0;134
1;maize;;;;n.;62.0;134
1;māke;L.;;;v.;63.0;134
2;māʹk_e_r;;;;n.;64.0;134
7;maʹlădmĭnĭſtrāʹtion;;;;n.;65.0;134
3;măʹlădy;F.;;;n.;66.0;134
3;măʹlăgā;;;;n.;67.0;134
3;măʹlănd_e_rs;;;;n.;68.0;134
3;măʹlăpĕrt;;;;a.;69.0;134
5;mălăxāʹtion;;;;n.;70.0;134
1;māle;F.;;;n.;71.0;134
3;mālecŏntents;L.;nbSyll>1 et pas d'accent tonic;;n.;72.0;134
4;malĕdĭʹcted;;;;a.;73.0;134
5;malĕdĭʹction;L.;;;n.;2.0;135
4;mălĕfăʹctor;F.;;;n.;3.0;135
3;malĕʹfic;;;;a.;4.0;135
4;malĕʹvŏlĕnce;;;;n.;5.0;135
4;malĕʹvŏlent;;;;a.;6.0;135
2;măʹlĭce;;;;n.;7.0;135
4;mălĭʹcĭ_o_us;L.;;;a.;8.0;135
2;malĭʹ_g_n;;;;a.;9.0;135
4;mălĭʹgnăncy;;;;n.;10.0;135
3;mălĭʹgnănt;;;;a.;11.0;135
4;mălĭʹgnĭty;;;;n.;12.0;135
2;măʹlkin;;;;n.;13.0;135
1;mall;;;;n.;14.0;135
2;maʹllărd;F.;;;n.;15.0;135
4;maʹllėȧble;;;;a.;16.0;135
2;măʹllet;L.;;;n.;17.0;135
2;maʹllo_w_s;;;;n.;18.0;135
2;măʹlmſey;;;;n.;19.0;135
1;malt;;;;n.;20.0;135
2;măʹltſt_e_r;;;;n.;21.0;135
2;mămmāʹ;L.;;;n.;22.0;135
2;măʹmmŏc;;;;n.;23.0;135
2;măʹmmon;;;;n.;24.0;135
3;mămmooʹdā;;;;n.;25.0;135
1;măn;;;;n.;26.0;135
3;măʹnăcl_e_s;F.;;;n.;27.0;135
2;măʹnage;F.;;;n.;28.0;135
3;măʹnăg_e_ment;F.;;;n.;29.0;135
2;măʹncā;;;;n.;30.0;135
2;măʹnchet;F.;;;n.;31.0;135
3;măʹncĭpāte;;;;v.;32.0;135
3;măʹncĭple;;;;n.;33.0;135
3;măndāʹmus;L.;;;n.;34.0;135
3;măʹndărins;;;;n.;35.0;135
2;măʹndāte.;;;;n.;36.0;135
2;măʹndil;;;;n.;37.0;135
2;măʹndrāke;G.;;;n.;38.0;135
3;măʹndūcāte;L.;;;v.;39.0;135
1;māne;;;;n.;40.0;135
2;māʹnès;;;;n.;41.0;135
2;māʹn_e_ſheet;;;;n.;42.0;135
3;măʹnfŭlneſs;;;;n.;43.0;135
1;mănge;;;;n.;44.0;135
2;măʹnger;F.;;;n.;45.0;135
2;măʹngle;;;;v.;46.0;135
2;măʹngo;;;;n.;47.0;135
2;măʹngy ;;;;a.;48.0;135
2;măʹnhood;;;;n.;49.0;135
3;māʹnĭa;G.;;;n.;50.0;135
3;maʹnĭac;;;;a.;51.0;135
3;manĭc_h_eeʹs;;;;n.;52.0;135
3;măʹnĭfeſt;;;;a.;53.0;135
4;mănĭfĕʹſto;;;;n.;54.0;135
3;măʹnĭfold;;;;a.;55.0;135
4;mănĭʹglĭons;;;;n.;56.0;135
2;măʹnĭple;;;;n.;57.0;135
2;manĭʹpŭlar;;;;a.;58.0;135
2;măʹnly;;;;a.;59.0;135
2;măʹnnā;;;;n.;60.0;135
2;măʹnner;F.;;;n.;61.0;135
3;măʹnor;;;;n.;62.0;135
4;măʹnſion;;;;n.;63.0;135
3;măʹnſlau_gh_ter;;;;n.;64.0;135
2;māʹntĕlĕt;F.;;;n.;65.0;135
2;măʹntle;;;;n.;66.0;135
2;măʹntlet;;;;n.;67.0;135
3;măʹntl_e_tree ;;;;n.;68.0;135
3;măʹnt_u_ā;F.;;;n.;69.0;135
3;măʹnūal;L.;;;a.;70.0;135
5;mănūdŭʹction;;;;n.;71.0;135
4;mănūfăʹctŭre ;;;;n.;72.0;135
5;mănūfăʹctŭrer;;;;n.;73.0;135
5;mănūfăʹctŭry;;;;n.;2.0;136
5;mănūmĭʹſſion;L.;;;n.;3.0;136
3;măūmiʹt;L.;;;v.;4.0;136
2;mănūʹre;F.;;;v.;5.0;136
3;măʹnŭſcript;;;;n.;6.0;136
2;māʹny;;;;a.;7.0;136
1;măp;L.;;;n.;8.0;136
2;măʹple;;;;n.;9.0;136
3;māʹrăcoc;;;;n.;10.0;136
3;mărăʹſmus;G.;;;n.;11.0;136
3;măraūʹd_e_r;;;;n.;12.0;136
2;măʹrble;;;;n.;13.0;136
3;măʹrcăſite;F.;;;n.;14.0;136
1;march;;;;n.;15.0;136
4;măʹrchĭoneſs;L.;;;n.;16.0;136
2;măʹrchpāne;;;;n.;17.0;136
1;māre;;;;n.;18.0;136
2;măʹrgin;L.;;;n.;19.0;136
3;măʹrgĭnal;L.;;;a.;20.0;136
2;măʹrgrāve;;;;n.;21.0;136
3;măʹrĭgold;;;;n.;22.0;136
3;marĭnāʹde;;;;n.;23.0;136
3;māʹrĭnāte;F.;;;v.;24.0;136
2;mărĭʹne;F.;;;a.;25.0;136
3;măʹriner;F.;;;n.;26.0;136
2;măʹrĭʹn_e_s;F.;;;n.;27.0;136
3;măʹrjŏram;L.;;;n.;28.0;136
3;măʹrĭtime;L.;;;a.;29.0;136
1;mmărk;;;;n.;30.0;136
2;măʹrket;;;;n.;31.0;136
4;măʹrkĕtable;;;;a.;32.0;136
1;mārl;;;;n.;33.0;136
2;măʹrline;;;;n.;34.0;136
3;măʹrmĕlāʹde;F.;;;n.;35.0;136
4;mărmōʹrėȧn;L.;;;a.;36.0;136
1;măʹrmŏſet;;;;a.;37.0;136
3;mărmŏʹttā;F.;;;n.;38.0;136
3;mărooʹning;;;;n.;39.0;136
1;maʹrq_ue_;;;;n.;40.0;136
3;mărquĕtry;;nbSyll>1 et pas d'accent tonic;;n.;41.0;136
2;mărquis;F.;nbSyll>1 et pas d'accent tonic;;n.;42.0;136
3;măʹrquĭſāte;F.;;;n.;43.0;136
1;marr;;;;v.;44.0;136
3;măʹrrĭ_a_ge;F.;;;n.;45.0;136
5;mărrĭ_a_g_e_able;F.;nbSyll>1 et pas d'accent tonic;;a.;46.0;136
2;măʹrro_w_;;;;n.;47.0;136
2;măʹrry;F.;;;v.;48.0;136
1;mars;;;;n.;49.0;136
1;marſh;;;;n.;50.0;136
2;măʹrſhal;F.;;;n.;51.0;136
3;măʹrſhălling;;;;n.;52.0;136
1;mărt;;;;n.;53.0;136
2;măʹrten;;;;n.;54.0;136
3;măʹrtial;;;;a.;55.0;136
2;măʹrtĭn;;;;n.;56.0;136
3;măʹrtĭngāle;F.;;;n.;57.0;136
3;mărtl_e_mas or martinmas;;nbSyll>1 et pas d'accent tonic;;n.;58.0;136
2;măʹrty̆r;;;;n.;59.0;136
3;măʹrty̆rdom;;;;n.;60.0;136
5;mărty̆rŏʹlŏgy;G.;;;n.;61.0;136
2;măʹrvel;F.;;;v.;62.0;136
3;măʹrvĕl_o_us;;;;a.;63.0;136
3;măʹſcūlĭne;;;;n.;64.0;136
1;măſh;;;;n.;65.0;136
1;maſk;F.;;;n.;66.0;136
2;măʹſon;;;;n.;67.0;136
3;măʹsŏnry;;;;n.;68.0;136
1;măſq_ue_;F.;;;n.;69.0;136
3;măſquĕrāʹde;F.;;;n.;70.0;136
1;măſs;;;;n.;71.0;136
3;măſsăcr_e_;;nbSyll>1 et pas d'accent tonic;;n.;72.0;136
2;măʹſsĭve;F.;;;a.;73.0;136
1;măſt;;;;n.;2.0;137
2;măſt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;3.0;137
3;măʹſtĕrleſs;;;;a.;4.0;137
3;măʹſtĕrly;;;;a.;5.0;137
3;măʹſtĕrpiece;;;;n.;6.0;137
3;măʹſtĕrfhip;;;;n.;7.0;137
3;măʹſtĕry;;;;n.;8.0;137
3;măʹſtĭcāte;;;;v.;9.0;137
5;măſtĭcāʹtion;;;;n.;10.0;137
2;măʹſtĭc;G.;;;n.;11.0;137
3;măʹſtĭcot;;;;n.;12.0;137
2;măʹſtiff;;;;n.;13.0;137
1;măt;;;;n.;14.0;137
1;mătch;;;;n.;15.0;137
2;măʹtchleſs;;;;a.;16.0;137
1;māte;;;;n.;17.0;137
4;mătĕʹrĭā;;;;n.;18.0;137
4;mătĕʹrĭal;;;;a.;19.0;137
5;mătĕʹrĭaliſts;;;;n.;20.0;137
6;matĕrĭaʹlĭty;;;;n.;21.0;137
4;matĕʹrĭals;L.;;;n.;22.0;137
3;mătĕʹrnal;;;;a.;23.0;137
1;măth;;;;n.;24.0;137
5;măthĕmăʹtĭcal;L.;;;a.;25.0;137
6;măthĕmătĭʹcĭan;;;;n.;26.0;137
4;măthĕmăʹtics;;;;n.;27.0;137
2;măʹtins;;;;n.;28.0;137
2;măʹtraſs;;;;n.;29.0;137
2;măʹtrĭce;;;;n.;30.0;137
3;măʹtrĭcīde;L.;;;n.;31.0;137
4;măʹtrĭcĭ_o_us;;;;a.;32.0;137
4;mătrĭʹcŭlar;L.;;;n.;33.0;137
4;mătrĭʹcŭlāte;L.;;;v.;34.0;137
6;mătrĭcŭlāʹtion;;;;n.;35.0;137
5;mătrĭmōʹnĭal;L.;;;a.;36.0;137
4;măʹtrĭmŏny;L.;;;n.;37.0;137
2;māʹtron;L.;;;n.;38.0;137
3;mătrŏʹſſes;;;;n.;39.0;137
2;măʹtted;;;;a.;40.0;137
2;mătt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;41.0;137
2;măʹttoc;;;;n.;42.0;137
2;măʹttreſs;;;;n.;43.0;137
5;mātūrāʹtion;L.;;;n.;44.0;137
2;māʹtūre;;;;a.;45.0;137
4;mātūʹrĭty;L.;;;n.;46.0;137
2;mauʹdlin;;;;a.;47.0;137
2;mauʹgre;F.;;;p.;48.0;137
2;māʹvis;F.;;;n.;49.0;137
2;mauʹlkin;;;;n.;50.0;137
2;mauʹlſtic;;;;n.;51.0;137
1;maund;;;;n.;52.0;137
2;mauʹnd_e_r;;;;v.;53.0;137
2;mauʹndy;;;;n.;54.0;137
4;maufoʹlėu̇m;;;;n.;55.0;137
1;māw;;;;n.;56.0;137
2;maʹwkiſh;;;;a.;57.0;137
1;mawks;;;;n.;58.0;137
3;măxĭʹllā;;;;n.;59.0;137
2;măʹxim;L.;;;n.;60.0;137
1;may;;;;n.;61.0;137
2;maʹyor;;;;n.;62.0;137
4;măʹyŏrălty;;;;n.;63.0;137
3;măzăriʹne;;;;n.;64.0;137
3;măzăriʹn_e_s;;;;n.;65.0;137
1;māze;;;;n.;66.0;137
2;māʹz_e_r;;;;n.;67.0;137
3;măʹzzăroth;;;;n.;68.0;137
1;mead;;;;n.;69.0;137
2;meaʹdo_w_;;;;n.;70.0;137
3;meaʹgrĕneſs;F.;;;n.;71.0;137
2;meaʹgre;F.;;;a.;72.0;137
1;meal;;;;n.;73.0;137
2;meaʹly;;;;a.;2.0;138
1;mean;;;;n.;3.0;138
3;mēăʹnd_e_rs;;;;n.;4.0;138
3;meaʹning;;;;n.;5.0;138
1;means;;;;n.;6.0;138
1;mear;;;;n.;7.0;138
1;mearl;;;;n.;8.0;138
1;meaſe;;;;n.;9.0;138
2;meaʹſles;;;;n.;10.0;138
4;meaʹsūrable;L.;;;a.;11.0;138
2;meaʹsure;;;;n.;12.0;138
1;meat;;;;n.;13.0;138
3;meaʹwing;;;;n.;14.0;138
4;mĕc_h_ăʹnical;;;;a.;15.0;138
3;mec_h_ăʹnic;;;;n.;16.0;138
3;mĕʹc_h_ăniſm;;;;n.;17.0;138
3;mĕc_h_ăʹnics;;;;n.;18.0;138
2;mĕʹdal;F.;;;n.;19.0;138
3;medăʹllĭon;F.;;;n.;20.0;138
2;mĕʹddle;;;;v.;21.0;138
3;mĕʹdĭal;L.;;;a.;22.0;138
3;mĕʹdĭāte;L.;;;v.;23.0;138
5;mĕdĭāʹtion;L.;;;n.;24.0;138
4;mĕdĭāʹtor;F.;;;n.;25.0;138
6;mĕdĭatōʹrial;L.;;;a.;26.0;138
4;mĕdĭāʹtrix;;;;n.;27.0;138
4;mĕʹdĭcăment;L.;;;n.;28.0;138
4;mĕdĭcăʹſt_e_r;L.;;;n.;29.0;138
4;mĕdĭʹcĭnal;L.;;;a.;30.0;138
3;mĕʹdicĭne;L.;;;n.;31.0;138
5;mĕdĭŏʹcrĭty;L.;;;n.;32.0;138
3;mĕʹdĭtāte;L.;;;v.;33.0;138
5;mĕdĭtāʹtion;F.;;;n.;34.0;138
4;mĕʹdĭtătive;;;;a.;35.0;138
6;mĕdĭtĕrrāʹnėȧn;;;;n.;36.0;138
3;mēʹdĭum;L.;;;n.;37.0;138
2;mĕʹdlar;;;;n.;38.0;138
2;mĕʹdler;;;;n.;39.0;138
2;mĕʹdley;;;;n.;40.0;138
4;medŭʹllăry;L.;;;a.;41.0;138
1;meek;;;;a.;42.0;138
2;meeʹkneſs;;;;n.;43.0;138
1;meen;F.;;;n.;44.0;138
1;meer;;;;a.;45.0;138
1;meet;;;;a.;46.0;138
2;meeʹtneſs;;;;n.;47.0;138
2;mēʹgrim;;;;n.;48.0;138
2;mēʹlā;;;;n.;49.0;138
4;mĕlănc_h_ŏlic;;nbSyll>1 et pas d'accent tonic;;a.;50.0;138
4;mĕʹlănc_h_ŏly;G.;;;n.;51.0;138
3;melăʹſſes;;;;n.;52.0;138
3;mĕʹlĭlot;G.;;;n.;53.0;138
4;mĕʹlĭŏrāte;L.;;;v.;54.0;138
3;melīʹtès;;;;n.;55.0;138
3;mĕʹlle_o_us;;;;a.;56.0;138
4;mĕllĭʹfĕrous;L.;;;a.;57.0;138
4;mĕllĭʹflūĕnt;L.;;;a.;58.0;138
2;mĕʹllo_w_;;;;n.;59.0;138
4;melōʹdĭ_o_us;L.;;;a.;60.0;138
3;mĕʹlŏdy;L.;;;n.;61.0;138
2;mĕʹlon;F.;;;n.;62.0;138
4;mĕlpŏʹmĕnè;;;;n.;63.0;138
1;mĕlt;;;;v.;64.0;138
2;mĕʹmb_e_r;F.;;;n.;65.0;138
2;mĕʹmbrāne;L.;;;n.;66.0;138
4;mĕmbrāʹne_o_us;L.;;;a.;67.0;138
3;mĕmbrĕʹtto;;;;n.;68.0;138
3;memĕʹntо;L.;;;n.;69.0;138
2;mĕmoiʹrs;;;;n.;70.0;138
4;mĕmŏrable;;nbSyll>1 et pas d'accent tonic;;a.;71.0;138
4;mĕmŏrăʹndum;L.;;;n.;72.0;138
4;memōʹrĭal;L.;;;n.;73.0;138
3;mĕʹmŏry;L.;;;n.;2.0;139
2;mĕʹnăce;F.;;;v.;3.0;139
1;mĕnd;;;;v.;4.0;139
3;mĕʹndĭcănt;L.;;;n.;5.0;139
3;meʹnĭal;L.;;;a.;6.0;139
3;menĭʹngès;G.;;;n.;7.0;139
2;mĕʹnſes;L.;;;n.;8.0;139
3;mĕʹnſtrū_o_us;L.;;;a.;9.0;139
3;mĕʹnſtrūŭm;L.;;;n.;10.0;139
4;mĕʹnsūrable;L.;;;a.;11.0;139
5;mĕnsŭrāʹtion;L.;;;n.;12.0;139
2;mĕʹntal;;;;a.;13.0;139
3;mĕʹntion;;;;v.;14.0;139
3;mĕʹrcăntile;F.;;;a.;15.0;139
4;mĕʹrcĕnăry;L.;;;n.;16.0;139
2;mĕʹrcer;F.;;;n.;17.0;139
3;mĕʹrchăndīſe;F.;;;n.;18.0;139
2;mĕʹrchănt;F.;;;n.;19.0;139
3;mĕʹrcĭful;;;;a.;20.0;139
3;mĕʹrcĭleſs;;;;a.;21.0;139
4;mĕrcūʹrĭal;;;;a.;22.0;139
3;mĕʹrcŭry;;;;n.;23.0;139
2;mĕʹrcy;F.;;;n.;24.0;139
5;merĕtrĭʹcĭ_o_us;L.;;;a.;25.0;139
4;merĭʹdĭan;;;;n.;26.0;139
5;medĭʹdĭŏnal;F.;;;a.;27.0;139
2;mĕʹrit;L.;;;n.;28.0;139
5;merĭtōʹrĭ_o_us;L.;;;a.;29.0;139
2;mĕʹrlon;F.;;;n.;30.0;139
3;mĕʹrrĭment;;;;n.;31.0;139
2;mĕʹrry;;;;a.;32.0;139
4;mesĕʹntĕry;G.;;;n.;33.0;139
2;mĕʹſlin;;;;n.;34.0;139
1;meſne;;;;n.;35.0;139
1;mĕſs;;;;n.;36.0;139
2;mĕʹſſage;F.;;;n.;37.0;139
3;mĕʹſsĕnger;F.;;;n.;38.0;139
3;meſsīʹāh;;;;n.;39.0;139
2;mĕſsĭeuʹrs;F.;;;n.;40.0;139
3;mĕʹſsŭage;;;;n.;41.0;139
3;meſtīʹzos;;;;n.;42.0;139
2;mĕʹtal;;;;n.;43.0;139
4;metălĕʹpſis;;;;n.;44.0;139
3;metăʹllic;;;;a.;45.0;139
3;mĕʹtălliſt;;;;n.;46.0;139
4;mĕtăllŭʹrgy;G.;;;n.;47.0;139
4;mĕtămŏʹrphōze;;;;v.;48.0;139
5;mĕtămŏʹrphŏſis;G.;;;n.;49.0;139
3;mĕʹtăphŏr;G.;;;n.;50.0;139
5;mĕtăphōʹrĭcal;;;;a.;51.0;139
4;metăʹphrăſis;G.;;;n.;52.0;139
3;mĕʹtăphrăſt;G.;;;n.;53.0;139
5;mĕtăphy̆ʹsĭcal;;;;a.;54.0;139
4;mĕtăphiſy̆cs;G.;nbSyll>1 et pas d'accent tonic;;n.;55.0;139
1;mete;L.;;;v.;56.0;139
5;metĕmpsy̆chōʹſis;G.;;;n.;57.0;139
3;mĕʹtĕors;G.;;;n.;58.0;139
3;methĕʹglin;L.;;;n.;59.0;139
2;mĕʹthod;G.;;;n.;60.0;139
4;mĕthōʹdĭcal;;;;a.;61.0;139
3;mĕʹthŏdīſe;;;;v.;62.0;139
3;mĕʹthŏdiſt;;;;n.;63.0;139
5;metŏny̆ʹmical;;;;a.;64.0;139
4;mĕtŏʹny̆my;;;;n.;65.0;139
2;mĕʹtope;G.;;;n.;66.0;139
2;mēʹtre;G.;;;n.;67.0;139
4;metrŏʹpŏlis;G.;;;n.;68.0;139
5;mĕtrŏpŏʹlĭtan;;;;a.;69.0;139
2;mĕʹttle;;;;n.;70.0;139
4;mĕʹttl_e_sŏme;;;;a.;71.0;139
4;mĕtzŏtĭʹnto;;;;n.;72.0;139
1;mew;;;;n.;73.0;139
1;mīce;;;;n.;2.0;140
3;mĭc_h__a_ĕlmas;;nbSyll>1 et pas d'accent tonic;;n.;3.0;140
2;mĭckle;;nbSyll>1 et pas d'accent tonic;;a.;4.0;140
3;mĭʹcrŏcoſm;G.;;;n.;5.0;140
3;mĭʹcrŏſcōpe;G.;;;n.;6.0;140
